Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Access Type,Source,EID
"Esquivel S.C., Coello Coello C.A.","Hybrid particle swarm optimizer for a class of dynamic fitness landscape",2006,"Engineering Optimization","38","8",,"873","888",,9,10.1080/03052150600772226,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750372355&doi=10.1080%2f03052150600772226&partnerID=40&md5=bac02ea5aea493d03f9dc8676907c275","Dynamic optimization; Evolutionary algorithms; Non-stationary environments; Particle swarm optimization","Computational complexity; Dynamic programming; Evolutionary algorithms; Mathematical operators; Problem solving; Dynamic optimization; Non stationary environments; Particle swarm optimization (PSO); Global optimization",Article,,Scopus,2-s2.0-33750372355
"Sharabi S., Sipper M.","GP-sumo: Using genetic programming to evolve sumobots",2006,"Genetic Programming and Evolvable Machines","7","3",,"211","230",,5,10.1007/s10710-006-9006-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749255789&doi=10.1007%2fs10710-006-9006-6&partnerID=40&md5=9cca2cf4bf8a65e0b68075fe7a5c949e","Evolutionary robotics; Genetic programming; Sumobots","Actuators; Control systems; Real time systems; Robotics; Sensors; Circular arena; Evolutionary robotics; Genetic programming; Sumobots; Genetic algorithms",Article,,Scopus,2-s2.0-33749255789
"Hansen N.","An analysis of mutative ω-self-adaptation on linear fitness functions",2006,"Evolutionary Computation","14","3",,"255","275",,30,10.1162/evco.2006.14.3.255,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750247267&doi=10.1162%2fevco.2006.14.3.255&partnerID=40&md5=43a66839f2849f20c76e0d40dce46841","Evolution strategy; Evolutionary algorithms; Linear fitness function; Self-adaptation","adaptation; algorithm; article; biological model; evolution; genetic recombination; genetic selection; genetic variability; mutation; population genetics; statistical model; Adaptation, Biological; Algorithms; Evolution; Genetics, Population; Linear Models; Models, Genetic; Mutation; Recombination, Genetic; Selection (Genetics); Variation (Genetics)",Article,,Scopus,2-s2.0-33750247267
"Li K.-S., Li Y.-X., Kang L.-S., Li B.-H.","A new particle dynamical evolutionary algorithm for solving complex constrained optimization problems",2006,"Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence","19","4",,"538","545",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750390845&partnerID=40&md5=beb469fefd6ab9f991137723e881a611","Constrained optimization problems; Dynamical evolutionary algorithm; Particle entropy; Particle transportation theory; Phase space of particles",,Article,,Scopus,2-s2.0-33750390845
"Al-Aomar R., Al-Okaily A.","A GA-based parameter design for single machine turning process with high-volume production",2006,"Computers and Industrial Engineering","50","3",,"317","337",,23,10.1016/j.cie.2006.02.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747749064&doi=10.1016%2fj.cie.2006.02.003&partnerID=40&md5=fdf51afb74141a74eb499f316adaed39","Genetic algorithm; Parameter design; Production economics; Simulation; Turning process","Accident prevention; Inventory control; Lathes; Optimization; Parameter estimation; Quality assurance; Parameter design; Production economics; Turning process; Genetic algorithms",Article,,Scopus,2-s2.0-33747749064
"Jansen T., Wegener I.","On the analysis of a dynamic evolutionary algorithm",2006,"Journal of Discrete Algorithms","4","1",,"181","199",,17,10.1016/j.jda.2005.01.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644600017&doi=10.1016%2fj.jda.2005.01.002&partnerID=40&md5=67e8c1ea96fcdf8b95076a50c71eb763","Evolutionary algorithms; Mutation probability; Run time analysis; Time-dependent parameter setting","Optimization; Probability; Mutation probability; Optimization algorithms; Evolutionary algorithms",Article,Open Access,Scopus,2-s2.0-33644600017
"Salomon R.","Noise robustness by using inverse mutations",2005,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3698 LNAI",,,"121","133",,,10.1007/11551263_11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646182203&doi=10.1007%2f11551263_11&partnerID=40&md5=71da15355812b34821afc8a5a5ab64e9",,"Evolutionary algorithms; Modification; Robustness (control systems); Search engines; Evolutionary-gradient-search procedure yields; Inverse mutations; Noisy fitness evaluations; Performance loss; Spurious signal noise",Conference Paper,,Scopus,2-s2.0-33646182203
"Ervin J.C., Alptekin S.E., DeTurris D.J.","Optimization of the fuzzy logic controller for an autonomous UAV",2005,"Proceedings - 4th Conference of the European Society for Fuzzy Logic and Technology and 11th French Days on Fuzzy Logic and Applications, EUSFLAT-LFA 2005 Joint Conference",,,,"227","232",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249071802&partnerID=40&md5=4146fdc035f3bac8390b9cbe43acede7","Fuzzy Logic; Genetic Algorithms","Autonomous UAV; Computational speed; Critical factors; Dynamic fitness function; Exponential rule; Fuzzy logic controllers; Hierarchical fuzzy logic; Logic module; Matlab fuzzy logic toolbox; Matlab/Simulink software; Optimization of membership functions; Optimization process; Parafoils; Rule base; Steady-state genetic algorithms; Genetic algorithms; Logic devices; Optimization; Robust control; Fuzzy logic",Conference Paper,,Scopus,2-s2.0-37249071802
"Zeng S., Tang D., Kang L., Yao S., Ding L.","An orthogonal dynamic evolutionary algorithm with niches",2005,"Lecture Notes in Computer Science","3611","PART II",,"1049","1063",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844497642&partnerID=40&md5=f9777c9d1aec49726e84b016836b4249",,"Evolutionary algorithms; Functions; Numerical analysis; Vectors; Orthogonal designs; Peak functions; Solution vectors; Computer science",Conference Paper,,Scopus,2-s2.0-26844497642
"Neri F., Kononova A.V., Delvecchio G., Labini M.S., Uglanov A.V.","A hierarchical evolutionary algorithm with noisy fitness in structural optimization problems",2005,"Lecture Notes in Computer Science","3449",,,"610","616",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644451181&partnerID=40&md5=170465ac5ae168635c2817265dcc5d7c",,"Electric grounding; Functions; Optimization; Probability; Problem solving; Statistics; Theorem proving; Electrical safety; Fitness function; Hierarchical evolutionary algorithms (HEA); Lower level evolutionary algorithm (LLEA); Evolutionary algorithms",Conference Paper,,Scopus,2-s2.0-24644451181
"Li K.-S., Li Y.-X., Tang M.-D., Zheng B.-J.","Particle dynamical evolutionary algorithm and its application on solving single-object problems",2005,"Xitong Fangzhen Xuebao / Journal of System Simulation","17","3",,"595","598",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944376569&partnerID=40&md5=1c001bf29b3888e6a36aa224d81d8b70","Evolutionary algorithm; Particle dynamics; Single-object problem; Transportation theory",,Article,,Scopus,2-s2.0-15944376569
"Beyer H.-G., Meyer-Nieberg S.","On the quality gain of (1, λ)-ES under fitness noise",2004,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3242",,,"1","10",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048838015&partnerID=40&md5=1a5e4fdb898d30a29fa21a21e9ebd854",,"Evolutionary algorithms; Health; Evolution strategies; Fitness functions; Noisy fitness evaluation; Optimization task; Real-world; Test functions; Problem solving",Article,,Scopus,2-s2.0-35048838015
"Farina M., Deb K., Amato P.","Dynamic multiobjective optimization problems: Test cases, approximations, and applications",2004,"IEEE Transactions on Evolutionary Computation","8","5",,"425","442",,268,10.1109/TEVC.2004.831456,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-7744219967&doi=10.1109%2fTEVC.2004.831456&partnerID=40&md5=c314eb4f8f0ec945017a376f1f68ff2c",,"Adaptive control systems; Approximation theory; Control system analysis; Control system synthesis; Convergence of numerical methods; Optimal control systems; Optimization; Pareto principle; Set theory; Time varying control systems; Baseline algorithm; Dynamic fitness landscapes; Dynamic multiobjective optimization problems; Evolutionary multiobjective optimization; Evolutionary algorithms",Article,,Scopus,2-s2.0-7744219967
"Chow C.K., Tsui H.T., Lee T.","Surface registration using a dynamic genetic algorithm",2004,"Pattern Recognition","37","1",,"105","117",,107,10.1016/S0031-3203(03)00222-X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242406172&doi=10.1016%2fS0031-3203%2803%2900222-X&partnerID=40&md5=537b2875fe0b4d599e14f75c068b82db","Genetic algorithm; Model integration; Surface registration","Animation; Genetic algorithms; Learning systems; Surface registration; Object recognition; genetic algorithm",Article,,Scopus,2-s2.0-0242406172
"West M., Garzon M.H., Blain D.","DNA-like genomes for evolution in silico",2003,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2723",,,"413","424",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248842786&partnerID=40&md5=708be766e6c95bdb1b5788fbb358add0",,"Calculations; Genes; Biomolecular computing; Decision problems; Fitness functions; Hamiltonian path problems; In-silico; Pre-processing; Evolutionary algorithms",Article,,Scopus,2-s2.0-35248842786
"Beielstein T., Ewald C.-P., Markon S.","Optimal elevator group control by evolution strategies",2003,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2724",,,"1963","1974",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248824147&partnerID=40&md5=2618e5b5281b29408e4496b9436d4aec",,,Article,,Scopus,2-s2.0-35248824147
"Li Y.X., Zou X.F., Kang L.S., Michalewicz Z.","A new dynamical evolutionary algorithm based on statistical mechanics",2003,"Journal of Computer Science and Technology","18","3",,"361","368",,25,10.1007/BF02948906,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038285575&doi=10.1007%2fBF02948906&partnerID=40&md5=23c1b3c8aaa3ad26de9342cf2f90534c","Dynamical evolutionary algorithm; Dynamical system; Statistical mechanics; Stopping criterion","Computer simulation; Dynamic programming; Function evaluation; Numerical methods; Problem solving; Statistical mechanics; Dynamic evolutionary algorithm; Numerical function minimization; Evolutionary algorithms",Article,,Scopus,2-s2.0-0038285575
"Torresen J.","A dynamic fitness function applied to improve the generalisation when evolving a signal processing hardware architecture",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2279 LNCS",,,"267","279",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878645929&partnerID=40&md5=436afba089cf15d93bcd6b2415c7c2a2",,"Controller architectures; Digital logic gates; Dynamic fitness function; Evolvable hardware; Fitness functions; Generalisation; Prosthetic hands; Signal processing hardwares; Controller architectures; Digital logic gates; Dynamic fitness function; Evolvable hardware; Fitness functions; Generalisation; Prosthetic hands; Signal processing hardwares; Combinatorial optimization; Hardware; Computation theory; Hardware; Logic gates; Signal processing; Signal processing",Conference Paper,,Scopus,2-s2.0-84878645929
"Beielstein T., Markon S.","Threshold selection, hypothesis tests, and DOE methods",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1007024,"777","782",,29,10.1109/CEC.2002.1007024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044455866&doi=10.1109%2fCEC.2002.1007024&partnerID=40&md5=758611d9ceac6df23fb1c64c9eeb2dfb",,"Design of experiments; Stochastic systems; Doe methods; Hypothesis testing; Hypothesis tests; Optimal selection; Selection mechanism; Simple modeling; Stochastic search; Threshold selection; Evolutionary algorithms",Conference Paper,,Scopus,2-s2.0-21044455866
"Eriksson R., Olsson B.","On the behavior of evolutionary global-local hybrids with dynamic fitness functions",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2439",,,"13","22",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944317597&partnerID=40&md5=2ee3eac2b787338c6ea9bc417dba39a5",,"Algorithms; Health; Dynamic fitness function; Fitness functions; Global optimum; Global-local; Hybrid algorithms; Hybrid strategies; Problem solving",Conference Paper,,Scopus,2-s2.0-84944317597
"Hong T.-P., Wang H.-S., Lin W.-Y., Lee W.-Y.","Evolution of appropriate crossover and mutation operators in a genetic process",2002,"Applied Intelligence","16","1",,"7","17",,45,10.1023/A:1012815625611,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036173777&doi=10.1023%2fA%3a1012815625611&partnerID=40&md5=91451450fc80c9d8946e5440f5cd2bf2","Crossover; Evolution; Genetic algorithms; Mutation","Mathematical operators; Probability; Problem solving; Dynamic genetic algorithms (DGA); Mutation operators; Genetic algorithms",Article,,Scopus,2-s2.0-0036173777
"Leblanc B., Lutton E., Braunschweig B., Toulhoat H.","History and immortality in evolutionary computation",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2310",,,"128","139",,2,10.1007/3-540-46033-0_11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959063975&doi=10.1007%2f3-540-46033-0_11&partnerID=40&md5=9a743ba2c05e192fd7e846718a08b242",,"Economic and social effects; Computation time; CPU time; Fitness functions; Historical information; Trade-off problem; Evolutionary algorithms",Conference Paper,,Scopus,2-s2.0-84959063975
"Cutello V., Mastriani E., Pappalardo F.","An evolutionary algorithm for the T-constrained variation of Minimum Hitting Set problem",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1006262,"366","371",,5,10.1109/CEC.2002.1006262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844433948&doi=10.1109%2fCEC.2002.1006262&partnerID=40&md5=213f119a2fa4267b52f89dacbe561a42","Approximation Algorithms; Genetic Algorithms; Minimum Hitting Set; Minimum Set Cover; NP-complete Problems","Approximation algorithms; Computational complexity; Viruses; Approximate optimal solutions; Dynamic fitness function; Minimum hitting set; Minimum set cover; Genetic algorithms",Conference Paper,,Scopus,2-s2.0-26844433948
"Sano Y., Kita H.","Optimization of noisy fitness functions by means of genetic algorithms using history of search with test of estimation",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1006261,"360","365",,44,10.1109/CEC.2002.1006261,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901442936&doi=10.1109%2fCEC.2002.1006261&partnerID=40&md5=1b114a4a51e0ab65cf2c9b17d2d9b44d",,"Algorithms; Function evaluation; Genetic algorithms; Numerical methods; Fitness evaluations; Fitness functions; Fitness values; Genetic algorithm (GAs); Numerical experiments; Health",Conference Paper,,Scopus,2-s2.0-84901442936
[No author name available],"7th International Conference on Parallel Problem Solving from Nature, PPSN 2002",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2439",,,"1","946",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944325433&partnerID=40&md5=f10250d5d4ec9a00572a44456b30449f",,,Conference Review,,Scopus,2-s2.0-84944325433
"Lewis O.M., Ware J.A., Jenkins D.H.","Identification of residential property sub-markets using evolutionary and neural computing techniques",2001,"Neural Computing and Applications","10","2",,"108","119",,4,10.1007/s005210170003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035533504&doi=10.1007%2fs005210170003&partnerID=40&md5=e9a43083c0addcd214b53405dcf28abe","Gamma test; Property price evaluation",,Article,,Scopus,2-s2.0-0035533504
"Tao Q., Cao J.D., Sun D.M., Fang T.J.","Dynamic genetic algorithm based on the neural network with constraints",2001,"Ruan Jian Xue Bao/Journal of Software","12","3",,"462","467",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035294693&partnerID=40&md5=2a5045510efc15466fd34029ec133dc9","Genetic algorithm; Neural network; Quadratic programming","Constraint theory; Genetic algorithms; Quadratic programming; Dynamic genetic algorithms; Global searching; Local searching; Neural networks",Article,,Scopus,2-s2.0-0035294693
"Stroud P.D.","Kalman-extended genetic algorithm for search in nonstationary environments with noisy fitness evaluations",2001,"IEEE Transactions on Evolutionary Computation","5","1",,"66","77",,54,10.1109/4235.910466,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035247711&doi=10.1109%2f4235.910466&partnerID=40&md5=0df4bbb880b90429b46bed50dcb98df2","Adaptive control; Genetic algorithm; Kalman filter; Network optimization","Adaptive control systems; Data communication systems; Kalman filtering; Matrix algebra; Optimization; Telecommunication links; Vectors; Fitness; Kalman-extended genetic algorithm; Genetic algorithms",Article,,Scopus,2-s2.0-0035247711
"Rudolph G.","A partial order approach to noisy fitness functions",2001,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","1",,,"318","325",,43,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034878737&partnerID=40&md5=c61c6b81251588b720c375234e4fe66e",,"Convergence of numerical methods; Evolutionary algorithms; Perturbation techniques; Probability; Set theory; Noisy fitness functions; Spurious signal noise",Conference Paper,,Scopus,2-s2.0-0034878737
"Markon S., Arnold D.V., Bäck T., Beielstein T., Beyer H.-G.","Thresholding - A selection operator for noisy ES",2001,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","1",,,"465","472",,47,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034867595&partnerID=40&md5=d3feeb1c83e0c8d7b8e042bad6759288",,"Elevators; Evolutionary algorithms; Optimization; Passenger cars; Probability; Queueing theory; Real time systems; Traffic control; Noisy fitness functions; Thresholding; Spurious signal noise",Conference Paper,,Scopus,2-s2.0-0034867595
"Chow C.K., Tsui H.T., Lee T.","Optimization on unbounded solution space using dynamic genetic algorithms",2001,"Proceedings of the International Joint Conference on Neural Networks","4",,,"2349","2354",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034867462&partnerID=40&md5=3a3018806f05638071347fc866b693ff",,"Conformal mapping; Convergence of numerical methods; Differential equations; Mathematical transformations; Matrix algebra; Optimization; Dynamic genetic algorithms; Nonlinear mapping; Unbounded solution space; Genetic algorithms",Conference Paper,,Scopus,2-s2.0-0034867462
"Tsai C-.F., Tsai C.-W., Wu H.-C.","A novel multicast routing algorithm with delay constraint for multimedia applications in wide area network",2001,"2001 International Conferences on Info-Tech and Info-Net: A Key to Better Life, ICII 2001 - Proceedings","5",, 983535,"301","305",,3,10.1109/ICII.2001.983535,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964461887&doi=10.1109%2fICII.2001.983535&partnerID=40&md5=b4833ba48eeb8c3dbc1b0402ad47dd98","Genetic algorithms; MDR problem; multicast routing",,Conference Paper,,Scopus,2-s2.0-84964461887
"Hsu C.-C., Tse K.-M., Wang W.-Y.","Discrete-time model reduction of sampled systems using an enhanced multiresolutional dynamic genetic algorithm",2001,"Proceedings of the IEEE International Conference on Systems, Man and Cybernetics","1",,,"280","285",,4,10.1109/ICSMC.2001.969825,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035726426&doi=10.1109%2fICSMC.2001.969825&partnerID=40&md5=5c51f260eaa1df633d1b759b40376cbd",,"Adaptive algorithms; Convergence of numerical methods; Error analysis; Mathematical models; Optimization; Discrete time model reduction; Multiresolution dynamic genetic algorithm; Genetic algorithms",Article,,Scopus,2-s2.0-0035726426
"Leung K.S., Lee K.H., Cheang S.M.","Balancing samples’ contributions on GA learning",2001,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2210",,,"256","266",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955582033&partnerID=40&md5=695cdc7a5bd7ed3e9f0b632bf418fbe0",,"Genetic algorithms; Hardware; Logic circuits; Reconfigurable hardware; Convergent speed; Dynamic fitness function; Evolutionary process; Fitness functions; Input/output; Number of samples; Real systems; Sample sets; Evolutionary algorithms",Conference Paper,,Scopus,2-s2.0-84955582033
"Fonlupt C.","Solving the ocean color problem using a genetic programming approach",2001,"Applied Soft Computing","1","1",,"63","72",,21,10.1016/S1568-4946(01)00007-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442496535&doi=10.1016%2fS1568-4946%2801%2900007-2&partnerID=40&md5=467b7882433bc65caf3ffa2b0d27af26","Genetic programming; Ocean color problem; Phytoplankton",,Article,,Scopus,2-s2.0-2442496535
"Weicker Karsten, Weicker Nicole","Dynamic rotation and partial visibility",2000,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","2",,,"1125","1131",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033671509&partnerID=40&md5=07b9449882ebf5cab8fe260f8dac5ad5",,"Dynamic fitness functions; Evolutionary computations; Different class; Dynamic fitness function; Dynamic optimization; Dynamic problem; Dynamic rotation; Hyper mutation; Partial visibility; Standard evolutions; Computational complexity; Optimization; Problem solving; Genetic algorithms; Visibility; Genetic algorithms; Rotation",Conference Paper,,Scopus,2-s2.0-0033671509
"Rechenberg I.","Case studies in evolutionary experimentation and computation",2000,"Computer Methods in Applied Mechanics and Engineering","186","2-4",,"125","140",,33,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033738766&partnerID=40&md5=2fe9b22a585f9a147f0c82df325f260f","Convergence improvement techniques; Design out fear; Evolutionary algorithms (GA, ES, EP); Noisy fitness data; Optimization under noise; Self-adaptation","Computer simulation; Convergence of numerical methods; Functions; Genetic algorithms; Optimization; Problem solving; Convergence improvement techniques; Design out fear; Evolutionary algorithms; Noise fitness data; Optimization under noise; Quality function; Computational methods",Article,,Scopus,2-s2.0-0033738766
"Beyer H.-G.","Evolutionary algorithms in noisy environments: Theoretical issues and guidelines for practice",2000,"Computer Methods in Applied Mechanics and Engineering","186","2-4",,"239","267",,145,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033737186&partnerID=40&md5=1cb2d3d41ee0339ed700afa6faed91f2","Convergence improvement techniques; Convergence properties; Evolutionary algorithms (GA, ES, EP); Noisy fitness data; Optimization under noise; Self-adaptation","Approximation theory; Convergence of numerical methods; Curve fitting; Function evaluation; Integral equations; Mathematical models; Mathematical programming; Probability density function; Probability distributions; Random number generation; Spheres; Convergence improvement technique; Evolutionary algorithms; Evolutionary programming; Evolutionary strategies; Noisy fitness data; Optimization under noise; Rescaled mutation methods; Self adaptation technique; Genetic algorithms",Article,,Scopus,2-s2.0-0033737186
"Sano Y., Kita H.","Optimization of noisy fitness functions by means of Genetic algorithms using history of search",2000,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1917",,,"572","580",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947914006&partnerID=40&md5=fd582122290cb1faa23563d7c6bb0836",,"Algorithms; Function evaluation; Genetic algorithms; Health; Online systems; Optimization; Computer experiment; Fitness evaluations; Fitness functions; Fitness values; Noisy environment; Observation noise; On-line adaptation; Real systems; Problem solving",Conference Paper,,Scopus,2-s2.0-84947914006
"Fonlupt C., Robilliard D.","Genetic programming with dynamic fitness for a remote sensing application",2000,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1917",,,"191","200",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048850607&partnerID=40&md5=81bf149dd74f53003e40d2dc9baed6d7",,"Algae; Genetic algorithms; Genetic programming; Greenhouse effect; Phytoplankton; Remote sensing; Artificial neural net; Estimation errors; G-P algorithms; Luminance value; New satellites; Progressive learning; Regression problem; Remote sensing applications; Problem solving",Conference Paper,,Scopus,2-s2.0-35048850607
"Farag W.A., Quintana V.H., Lambert-Torres G.","An optimized fuzzy controller for a synchronous generator in a multi-machine environment",1999,"Fuzzy Sets and Systems","102","1",,"71","84",,5,10.1016/S0165-0114(98)00204-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040708673&doi=10.1016%2fS0165-0114%2898%2900204-8&partnerID=40&md5=10865670ea32518a9a90321f9e1638d1","Genetic algorithms; Neuro-fuzzy control; Synchronous machines control",,Article,,Scopus,2-s2.0-0040708673
[No author name available],"Proceedings of the 1st NASA/DoD Workshop on Evolvable Hardware",1999,"Proceedings of the 1st NASA/DoD Workshop on Evolvable Hardware",,,,"","",267,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039940565&partnerID=40&md5=90766e217948d56a907bd5ff2ed9968b",,,Conference Review,,Scopus,2-s2.0-85039940565
"Lohn J.D., Haith G.L., Colombano S.P., Stassinopoulos D.","A comparison of dynamic fitness schedules for evolutionary design of amplifiers",1999,"Proceedings of the 1st NASA/DoD Workshop on Evolvable Hardware",,, 785439,"87","92",,16,10.1109/EH.1999.785439,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149119421&doi=10.1109%2fEH.1999.785439&partnerID=40&md5=a8f70d1ec30d4bd17ae94d42bd2ac525",,"Evolutionary algorithms; Hardware; Integrated circuit manufacture; Multiobjective optimization; NASA; Analog amplifiers; Analog Circuit Design; Evaluation function; Evolutionary design; Evolutionary search; Fitness evaluations; Problem difficulty; Structure evolution; Health",Conference Paper,,Scopus,2-s2.0-46149119421
"Beyer H.-G.","Mutate large, but inherit small! On the analysis of rescaled mutations in (1̃,λ̃)-ES with noisy fitness data",1998,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1498 LNCS",,,"109","118",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22444453417&partnerID=40&md5=e8d61e24c643771806f32719aaf9cf29",,"Dynamical behaviors; Evolution strategies; Evolutionary progress; Rescaled mutations; Self adaptation; Evolutionary algorithms; Digital storage",Conference Paper,,Scopus,2-s2.0-22444453417
"Stagge P.","Averaging efficiently in the presence of noise",1998,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1498 LNCS",,,"188","197",,53,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878524995&partnerID=40&md5=1e453b8ebc326626c4cee62c70eb9993",,"Connection strength; Evolutionary method; Finite precision; Fitness functions; Fitness values; Learning process; Optimization tools; Information dissemination; Optimization; Health",Conference Paper,,Scopus,2-s2.0-84878524995
"Farag W.A., Quintana V.H., Lambert-Torres G.","A genetic-based neuro-fuzzy approach for modeling and control of dynamical systems",1998,"IEEE Transactions on Neural Networks","9","5",,"756","767",,176,10.1109/72.712150,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032164764&doi=10.1109%2f72.712150&partnerID=40&md5=8dd943987e3a919130a4e0581c97da7d","Dynamic control; Fuzzy logic; Genetic algorithms; Modeling; Neural networks","Computational linguistics; Computer simulation; Control systems; Fuzzy sets; Genetic algorithms; Mathematical models; Neural networks; Dynamic control; Decision support systems",Article,,Scopus,2-s2.0-0032164764
"Maeshiro Tetsuya","Importance of the robustness and changeability in evolutionary systems",1998,"Proceedings of the IEEE International Conference on Systems, Man and Cybernetics","3",,,"2342","2347",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032313098&partnerID=40&md5=678d0c2986d37d2755373e9006f64142",,"Functions; Genetic algorithms; Evolutionary systems; Humanities computing",Conference Paper,,Scopus,2-s2.0-0032313098
"Farag Wael A., Quintana Victor H., Lambert-Torres G.","Genetic algorithms and back-propagation: a comparative study",1998,"Canadian Conference on Electrical and Computer Engineering","1",,,"93","96",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031621382&partnerID=40&md5=885993dc5fd7e5d5276737311247d139",,"Backpropagation; Error analysis; Fuzzy sets; Gas furnaces; Mathematical models; Membership functions; Optimization; Backpropagation algorithms; Maximum matching factor algorithms; Multiresolutional dynamic genetic algorithms; Genetic algorithms",Conference Paper,,Scopus,2-s2.0-0031621382
